stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1,115AQRSN,SW 114 AV@QUAIL ROOST DR,SW 107TH AVE & SW 112TH ST,25.592446,-80.377954,,,,
2,CTLRTERW,SW 211 ST@OP S DADE GOVT CTR,,25.571949,-80.366648,,,,
3,SHCTPERN,US 1@SW 174 ST,,25.608124,-80.347631,,,,
4,152SBSWN,BUSWAY@SW 152 ST,,25.628291,-80.341621,,,,
5,136SBSWN,BUSWAY@SW 136 ST,,25.644519,-80.334092,,,,
6,DADLSOUT,DADELAND SOUTH STA@9150 DADELAND BD,,25.685035,-80.313665,,,,
7,DADLNORT,DADELAND N STATION@BUS STOP AREA,,25.691337,-80.305895,,,,
10,136SBSWS,BUSWAY@SW 136 ST,,25.644544,-80.334261,,,,
11,152SBSWS,BUSWAY@SW 152 ST,,25.62821,-80.341854,,,,
13,CTLRTERE,SW 211 ST@SW 107 AV,,25.571932,-80.365829,,,,
16,NMAV167S,N MIAMI AV@NW 167 ST,,25.92741,-80.200367,,,,
17,119SMIAS,N MIAMI AV@NW 119 ST,,25.885099,-80.198518,,,,
18,84STNE2S,NE 2 AV@NE 84 ST,,25.852506,-80.193067,,,,
19,NW2A79SS,NW 2 AV@NW 79 ST,,25.846865,-80.201053,,,,
20,NW2A36SS,NW 2 AV@NW 35 ST,,25.809733,-80.199471,,,,
22,MDCCDNTT,NE 1 AV@NE 4 ST,,25.777782,-80.191912,,,,
24,OVERTOWT,OVERTOWN STA@550 NW 1 AV,,25.77994,-80.19606,,,,
25,NW2A36SN,NW 2 AV@NW 35 ST,,25.809888,-80.199301,,,,
26,NW2A79SN,NW 2 AV@NW 79 ST,,25.846698,-80.20087,,,,
27,84STNE2N,NE 84 ST@NE 2 AV,,25.852353,-80.193231,,,,
28,119SMIAN,N MIAMI AV@NE 119 ST,,25.884687,-80.198307,,,,
29,NMAV167N,NE 167 ST@N MIAMI AV,,25.927942,-80.199976,,,,
30,167STERT,NE 167 ST@NE 15 AV,NE 167TH ST,25.929251,-80.170447,,,,
31,DIPLMALT,HALLANDALE BEACH BD@NE 14 AV,,25.986013,-80.133876,,,,
32,B.B.209S,BISCAYNE BD@NE 209 ST,,25.969326,-80.144565,,,,
34,AVENMALT,AVENTURA MALL@FOOD COURT ENTRANCE,PARKING LOT,25.958104,-80.143242,,,,
35,163SBISS,BISCAYNE BD@NE 163 ST,,25.925406,-80.154255,,,,
36,B.B.123S,BISCAYNE BD@NE 123 ST,,25.889105,-80.163964,,,,
37,B.B.79SS,BISCAYNE BD@NE 79 ST,,25.848265,-80.184744,,,,
38,B.B.36SS,BISCAYNE BD@NE 36 ST,,25.811274,-80.189528,,,,
39,OMNITERT,OMNITERT,OMNI BUS TERMINAL & NE 15 ST/BISCAYNE,25.789235,-80.188301,,,,
40,CBD.TERT,CBD TERMINAL@SW 1 AV OP FEDERAL B,,25.773663,-80.195796,,,,
42,OMNITERN,BISCAYNE BD@NE 15 ST,,25.789263,-80.188995,,,,
43,B.B.36SN,BISCAYNE BD@NE 36 ST,BISCAYNE BLVD & I 195,25.811461,-80.189342,,,,
44,B.B.79SN,BISCAYNE BD@NE 79 ST,,25.84815,-80.184514,,,,
45,B.B.123N,BISCAYNE BD@NE 123 ST,,25.889044,-80.163695,,,,
46,163SBISN,BISCAYNE BLVD@NE 156 ST,,25.926117,-80.153734,,,,
48,YAHTCLUN,E COUNTRY CLUB DR@YACHT CLUB WY,,25.956407,-80.130295,,,,
49,B.B.209N,BISCAYNE BD@NE 209 ST,,25.968846,-80.14443,,,,
55,36STLEJE,NW 36 ST@NW 42 AV,,25.808277,-80.26403,,,,
56,MIA.TERT,MIA@LOWER LEVEL RAMP,,25.795179,-80.27803,,,,
57,42AVNW7E,NW 7 ST@NW 42 AV,,25.778623,-80.263333,,,,
58,NW7S22AE,NW 7 ST@NW 22 AV,,25.779593,-80.231536,,,,
59,SW1S1CRE,SW 1 ST@SW 1 CT,,25.773176,-80.196472,,,,
60,MDCCDNTE,MDCC Downtown Campus,,25.777782,-80.191913,,,,
61,MDCCDNTW,MDCC Downtown Campus,NE 1ST AVE & NE 4TH ST,25.778131,-80.191984,,,,
63,NW7S22AW,NW 7 ST@NW 22 AV,,25.779801,-80.230906,,,,
64,42AVNW7W,NW 7 ST@NW 42 AV,,25.778814,-80.264598,,,,
66,36STLEJW,NW 36 ST@COOLIDGE DR,,25.808483,-80.265315,,,,
71,UNIVSTAT,UNIVERSITY STA@5000 PONCE DE LEON B,,25.714902,-80.27718,,,,
73,SW8S87AE,SW 8 ST@SW 87 AV,,25.761736,-80.337521,,,,
74,SW8S57AE,SW 8 ST@SW 57 AV,,25.763467,-80.288412,,,,
75,SW8S42AE,SW 8 ST@SW 42 AV,,25.764354,-80.262575,,,,
76,SW8S27AE,SW 8 ST@SW 27 AV,,25.765071,-80.239374,,,,
77,SW8S12AE,SW 8 ST@SW 12 AV,,25.765786,-80.214104,,,,
78,BRKLSTAT,BRICKELL STATION@SW 1 AV (EAST SIDE,BRICKELL STATION & SW 1 AV (EAST SIDE),25.764317,-80.195318,,,,
80,BRKLSTAW,Brickell Station,,25.76382,-80.195462,,,,
81,SW7S12AW,SW 7 ST@SW 12 AV,,25.766821,-80.214266,,,,
82,SW8S27AW,SW 8 ST@SW 27 AV,,25.765246,-80.239216,,,,
83,SW8S42AW,SW 8 ST@SW 42 AV,,25.764535,-80.263015,,,,
84,SW8S57AW,SW 8 ST@SW 57 AV,,25.763671,-80.287442,,,,
85,SW8S87AW,SW 8 ST@SW 87 AV,,25.762125,-80.337355,,,,
88,6AVE125S,NE 6 AV@NE 124 ST,,25.889678,-80.186527,,,,
89,NE2A79SS,NE 2 AV@NE 79 ST,,25.847193,-80.19288,,,,
90,2AVE36SS,NE 2 AV@NE 37 ST,,25.811225,-80.191414,,,,
91,2AVE36SN,NE 2 AV@APPROX # 3699(37 ST),,25.811188,-80.19119,,,,
92,NE2A79SN,NE 2 AV@NE 79 ST,,25.847818,-80.19273,,,,
93,6AVE125N,NE 6 AV@NE 125 ST,,25.889941,-80.186362,,,,
94,12AV135S,NE 12 AV@NE 135 ST,,25.900108,-80.174851,,,,
95,12AV135N,NE 12 AV@NE 135 ST,,25.899438,-80.1747,,,,
97,24ST107E,SW 24 ST@SW 107 AV,,25.746606,-80.36716,,,,
98,107AFLAE,W FLAGLER ST@SW 107 AV,,25.768379,-80.368422,,,,
100,FLAG42AE,W FLAGLER ST@SW 41 AV,,25.771615,-80.2629,,,,
101,27AVFLAE,W FLAGLER ST@SW 27 AV,,25.772222,-80.239399,,,,
102,17AVS1SE,SW 1 ST@SW 17 AV,,25.772202,-80.222148,,,,
103,SE1S3AVE,SE 1 ST@SE 3 AV,,25.773425,-80.188235,,,,
104,MTROGVCT,NW 1 ST@NW 1 AV,,25.775087,-80.196372,,,,
106,17AVFLAW,W FLAGLER ST@NW 17 CT,,25.772937,-80.223536,,,,
107,27AVFLAW,W FLAGLER ST@NW 27 AV,,25.772426,-80.238786,,,,
108,FLAG42AW,W FLAGLER ST@NW 42 AV,,25.771802,-80.263429,,,,
110,107AFLAW,W FLAGLER ST@NW 107 AV,,25.768605,-80.369747,,,,
112,NORTSIDT,NORTHSIDE STA@3150 NW 79 ST,,25.845364,-80.24912,,,,
113,27AV79SS,NW 27 AV@NW 79 ST,,25.845396,-80.241856,,,,
114,71ST12AS,NW 12 AV@NW 70 ST,,25.839403,-80.216995,,,,
115,ALLAPATT,ALLAPATTAH STATION,ALLAPATTAH STATION & 3501 NW 12 AV,25.808148,-80.215359,,,,
116,9AVE17SS,NW 9 AV@NW 17 ST,,25.791927,-80.210322,,,,
117,CIVCCNTS,NW 12 AV@NW 16 ST,,25.789797,-80.21518,,,,
118,S1ST12AS,SW 12 AV@SW 2 ST,,25.771715,-80.214706,,,,
119,VIZ-CAYT,VIZCAYA STA@3201 SW 1 AV,,25.749703,-80.212119,,,,
120,MRCYHOST,AT MERCY HOSPITAL@MERCY WY EXIT,,25.740515,-80.214417,,,,
123,S1ST12AN,SW 12 AV@SW 1 ST,,25.773111,-80.214513,,,,
124,CIVCCNTN,NW 12 AV@NW 15 ST,,25.789894,-80.214859,,,,
125,9AVE17SN,NW 9 AV@NW 17 ST,,25.791841,-80.210134,,,,
127,71ST12AN,NW 71 ST@NW 12 AV,,25.839469,-80.217376,,,,
128,27AV79SN,NW 27 AV@NW 79 TE,,25.846563,-80.241597,,,,
130,7AVE183S,NW 7 AV@NW 183 ST,,25.943235,-80.213312,,,,
131,191S22AS,NW 22 AV@NW 190 TE,,25.947916,-80.237647,,,,
132,22AV151S,NW 22 AV@NW 151 ST,,25.912256,-80.236251,,,,
134,95ST17AS,NW 17 AV@NW 95 ST,,25.861507,-80.226036,,,,
135,17AV79SS,NW 17 AV@NW 79 ST,,25.846861,-80.225477,,,,
136,EARLHGTT,EARLINGTON HGTS STA@2100 NW 41 ST,,25.812707,-80.229885,,,,
137,17AV36SS,NW 17 AV@NW 36 ST,,25.80978,-80.223974,,,,
138,29ST18AS,NW 18 AV@NW 29 ST,,25.803481,-80.225715,,,,
139,17AVFLAS,NW 17 AV@W FLAGLER ST,,25.773628,-80.223022,,,,
140,17AVFLAN,NW 17 AV@W FLAGLER ST,,25.773552,-80.222727,,,,
142,17AV36SN,NW 17 AV@NW 36 ST,,25.809777,-80.223794,,,,
144,17AV79SN,NW 17 AV@NW 79 ST,,25.846147,-80.225272,,,,
145,95ST17AN,NW 17 AV@NW 95 ST,,25.860551,-80.225706,,,,
146,7AVE105N,NW 7 AV@NW 106 ST,,25.871767,-80.209871,,,,
147,22AV151N,NW 22 AV@NW 151 ST,,25.912504,-80.23595,,,,
148,191S22AN,NW 22 AV@NW 191 ST,,25.948286,-80.23758,,,,
149,7AVE183N,NW 7 AV@NW 183 ST,,25.943709,-80.213169,,,,
151,160S27AS,NW 27 AV@NW 160 ST,,25.920436,-80.244615,,,,
152,N.D.C.CT,AT MDCC - NO@TERMINAL,,25.876722,-80.245667,,,,
154,160S27AN,NW 27 AV@NW 160 ST,,25.920707,-80.244293,,,,
155,165S25AN,NW 25 AV@NW 165 ST,,25.924941,-80.241563,,,,
156,GOLDGLAT,GOLDEN GLADES@TERMINAL,RAMP,25.920819,-80.215112,,,,
157,167S17AS,NW 17 AV@NW 166 ST,,25.925718,-80.22848,,,,
158,22AV135S,NW 22 AV@OPA LOCKA BD,,25.898834,-80.235673,,,,
159,22AV79SS,NW 22 AV@NW 79 ST,,25.84591,-80.233704,,,,
160,22AV36SS,NW 22 AV@NW 36 ST,,25.809641,-80.232144,,,,
161,10AV17SS,SW 17 AV@SW 10 ST,,25.763643,-80.22254,,,,
163,22AVFLAS,NW 22 AV@W FLAGLER ST,,25.772987,-80.231055,,,,
164,CRAL-WAS,SW 22 AV@CORAL WAY,,25.750803,-80.230215,,,,
166,DGLSROAT,DOUGLAS RD STATION@3100 SW 37 AV,,25.732676,-80.254707,,,,
169,CRAL-WAN,SW 22 AV@SW 22 ST,,25.750403,-80.229996,,,,
170,22AVFLAN,SW 22 AV@W FLAGLER ST,,25.772297,-80.23084,,,,
172,22AV36SN,NW 22 AV@NW 36 ST,,25.809669,-80.231941,,,,
173,22AV79SN,NW 22 AV@NW 78 ST,,25.845805,-80.233415,,,,
174,22AV135N,NW 22 AV@NW 135 ST,,25.897813,-80.235358,,,,
175,167S17AN,NW 17 AV@NW 166 ST,,25.925905,-80.228387,,,,
177,137A26SE,SW 26 ST@SW 137 AV,,25.743435,-80.415452,,,,
178,122A26SS,SW 122 AV@SW 26 ST,,25.744812,-80.392226,,,,
179,24ST74AE,SW 24 ST@SW 74 AV,,25.747952,-80.315224,,,,
180,ANDALEJE,ANDALUSIA AV@LE JEUNE RD,,25.7484,-80.261981,,,,
181,27AV22SE,SW 22 ST@SW 27 AV,,25.750217,-80.237849,,,,
182,VIZ-CAYE,Vizcaya Station,,25.749697,-80.211765,,,,
183,13ST2AVE,SW 13 ST@SW 2 AV,,25.76139,-80.196977,,,,
186,13ST2AVW,SW 13 ST@SW 2 AV,,25.761573,-80.197063,,,,
187,VIZ-CAYW,Vizcaya Station,,25.749697,-80.211765,,,,
188,22ST27AW,SW 22 ST@SW 27 AV,,25.750457,-80.238001,,,,
189,CWAYLEJW,SW 24 ST@SW 42 AV,,25.749547,-80.263756,,,,
190,24ST74AW,SW 24 ST@SW 74 AV,,25.748255,-80.315248,,,,
192,24ST107W,SW 24 ST@SW 107 AV,,25.746823,-80.368325,,,,
193,122A26SN,SW 122 AV@SW 26 ST,,25.745155,-80.392035,,,,
194,137A26SW,SW 26 ST@SW 137 AV,,25.743655,-80.415057,,,,
197,27AV183S,NW 27 AV@NW 183 ST,STATE HWY 817 & NW 183RD ST,25.940407,-80.245489,,,,
198,27AV113S,NW 27 AV@NW 113 ST,,25.876508,-80.242981,,,,
199,MRTNKINT,M L KING JR STATION@6205 NW 27 AV,,25.832248,-80.240652,,,,
200,BRWNSVIT,BROWNSVILLE STA@5200 NW 27 AV,,25.821998,-80.241292,,,,
201,27AV36SS,NW 27 AV@NW 36 ST,,25.809768,-80.240425,,,,
202,27AVFLAS,SW 27 AV@W FLAGLER ST,,25.771795,-80.239205,,,,
203,COCOGROT,COCONUT GROVE STA@2780 SW 27 AV,,25.739765,-80.239329,,,,
204,GRANMCFS,MCFARLANE RD@GRAND AV,,25.727355,-80.241534,,,,
207,27AVFLAN,NW 27 AV@W FLAGLER ST,,25.772888,-80.239001,,,,
208,27AV36SN,NW 27 AV@NW 36 ST,,25.80956,-80.24008,,,,
211,27AV113N,NW 27 AV@NW 113 ST,,25.877279,-80.242858,,,,
212,27AV183N,NW 27 AV@NW 183 ST,,25.940638,-80.245143,,,,
215,FIU-BBAY,FIU BISC BAY CAMPUS@INSIDE CAMPUS,FIU BISCAYNE BAY CAMPUS & INSIDE CAMPUS,25.9111,-80.14003,,,,
216,135SWDIS,NE 135 ST@W DIXIE HY,,25.899887,-80.17797,,,,
218,135SLEJS,NW 42 AV@NW 135 ST,,25.895766,-80.267765,,,,
219,E4AV49SS,E 4 AV@E 49 ST,,25.866596,-80.274719,,,,
220,HIALSTAT,HIALEAH STA@115 E 21 ST,,25.84128,-80.279052,,,,
222,E4AV49SN,E 4 AV@E 49 ST,,25.867641,-80.274547,,,,
223,135SLEJN,NW 135 ST@NW 42 AV,,25.896454,-80.267134,,,,
224,135S7AVN,NW 7 AV@NW 135 ST,,25.898758,-80.211157,,,,
225,135SWDIN,NE 135 ST@W DIXIE HY,,25.899664,-80.179462,,,,
227,200SBSWN,BUSWAY@SW 200 ST,,25.580496,-80.368244,,,,
228,184SBSWN,BUSWAY@SW 184 ST,,25.597981,-80.35573,,,,
229,184SBSWS,BUSWAY@SW 184 ST,,25.597941,-80.355939,,,,
230,200SBSWS,BUSWAY@SW 200 ST,,25.579509,-80.369431,,,,
231,199S47AS,NW 47 AV@NW 199 ST,,25.95519,-80.278307,,,,
232,47AV167S,NW 47 AV@NW 168 TE,,25.926314,-80.27687,,,,
233,171S32AS,NW 171 ST@NW 32 AV,,25.929696,-80.253008,,,,
234,OPKATRRT,TRI RAIL STATION@#480 ALI BABA AV,,25.90005,-80.252941,,,,
235,32AV103S,NW 32 AV@NW 103 ST,,25.86745,-80.250869,,,,
236,32AV36SS,NW 32 AV@NW 36 ST,,25.808416,-80.248435,,,,
237,32AV34SS,NW 32 AV@NW 34 ST,,25.806378,-80.248391,,,,
238,32AV34SN,NW 32 AV@NW 34 ST,,25.806758,-80.248209,,,,
239,32AV36SN,NW 32 AV@NW 36 ST,,25.809218,-80.24827,,,,
240,32AV103N,NW 32 AV@NW 103 ST,,25.867596,-80.250677,,,,
242,171S32AN,NW 171 ST@NW 32 AV,,25.929781,-80.25324,,,,
243,47AV167N,NW 47 AV@NW 168 TE,,25.926332,-80.276648,,,,
244,183S47AN,NW 47 AV@NW 183 ST,,25.940252,-80.277403,,,,
247,95ST2AVW,NE 95 St & 2 Ave,,25.862466,-80.193408,,,,
248,95ST22AW,NW 22 AV@NW 95 ST,,25.861357,-80.233964,,,,
249,103S27AW,NW 103 ST@NW 27 AV,,25.868277,-80.243237,,,,
251,PALM49SW,E 49 ST@PALM AV,,25.867013,-80.282576,,,,
252,49STW8AW,W 49 ST@W 8 AV,,25.866764,-80.299405,,,,
253,103S87AS,NW 87 AV@NW 103 ST,,25.867535,-80.339038,,,,
254,LEHIPARW,NW 105 WY@NW SOUTH RIVER DR,,25.868978,-80.34463,,,,
256,103S87AE,NW 103 ST@NW 87 AV,,25.868591,-80.338105,,,,
257,49STW8AE,W 49 ST@W 8 AV,,25.866499,-80.29908,,,,
258,PALM49SE,W 49 ST@PALM AV,,25.866792,-80.283417,,,,
260,103S27AE,NW 103 ST@NW 27 AV,,25.868025,-80.242951,,,,
262,95ST2AVE,NE 96 ST@NE 2 AV,,25.863465,-80.192712,,,,
264,S.D.C.CT,MDCC-S@SW 109 CT ENTRANCE,,25.673698,-80.373049,,,,
265,LINCGRHS,LINCOLN BD@GRAHAM DR,,25.63122,-80.374946,,,,
266,US#1CARS,US 1@SW 200 ST,,25.579345,-80.369057,,,,
267,125A281S,SW 125 AV@COMM'TY PARTNERSHIP,,25.505892,-80.392747,,,,
268,275S140S,SW 275 ST@SW 140 AV,,25.511252,-80.418917,,,,
270,312SWASS,WASHINGTON AV@NE 8 ST,,25.47618,-80.476404,,,,
271,PALMW4AS,W PALM DR@SW 4 AV,,25.447684,-80.481739,,,,
272,HMSTHIGS,E PALM DR@SW 167 AV,,25.448096,-80.461036,,,,
275,PALMW4AN,W PALM DR@NW 4 AV,,25.447925,-80.481729,,,,
276,312SWASN,WASHINGTON AV@NE 8 ST,,25.47672,-80.476258,,,,
278,275S140N,SW 275 ST@SW 140 AV,,25.511421,-80.419189,,,,
279,125A281N,SW 125 AV@SW 281 ST,,25.506499,-80.39257,,,,
280,US#1CARN,US 1@CARIBBEAN BD,,25.579133,-80.368802,,,,
281,LINCGRHN,LINCOLN BD@GRAHAM DR,,25.631433,-80.374951,,,,
284,B.B.36SW,NE 36 ST@BISCAYNE BD,,25.810698,-80.190242,,,,
286,32AV36SW,NW 36 ST@NW 32 AV,,25.80894,-80.247975,,,,
287,33AV36SW,NW 36 ST@NW 33 AV,,25.808857,-80.2502,,,,
288,36STREDW,NW 36 ST@NW 57 AV,,25.807762,-80.287995,,,,
289,DORL53SW,NW 53 ST@NW 87 AV,,25.819907,-80.336932,,,,
290,DORL53SE,NW 53 ST@NW 87 AV,,25.8197,-80.336367,,,,
291,36ST87AE,NW 36 ST@NW 87 AV,,25.809713,-80.336673,,,,
292,36STREDE,NW 36 ST@NW 57 AV,,25.807363,-80.290664,,,,
293,33AV36SE,NW 36 ST@NW 33 AV,,25.80868,-80.250602,,,,
294,32AV36SE,NW 36 ST@NW 32 AV,,25.808762,-80.247802,,,,
296,B.B.36SE,NE 36 ST@BISCAYNE BD,,25.810546,-80.189901,,,,
298,W3CT73PS,W 3 CT@W 74 PL,,25.88936,-80.290763,,,,
299,PALM49SS,PALM AV@W 49 ST,,25.867102,-80.283132,,,,
300,E4AVHIDS,HIALEAH DR@E 4 AV,,25.822828,-80.273621,,,,
301,36STLEJS,NW 42 AV@NW 36 ST,,25.808384,-80.264557,,,,
303,FLAG37AS,SW 37 AV@W FLAGLER ST,,25.771256,-80.255537,,,,
304,37AV22SS,SW 37 AV@CORAL WAY,,25.749457,-80.254667,,,,
305,GRANDGLS,SW 37 AV@GRAND AV,,25.727393,-80.253683,,,,
306,COCOPLUS,SW 72 ST@COCOPLUM PLAZA,,25.705429,-80.261768,,,,
307,SOUTMIAT,SOUTH MIAMI STA@5949 SW 72 ST,,25.705286,-80.28894,,,,
309,COCOPLUN,SW 72 ST@OLD CUTLER RD,,25.705306,-80.26141,,,,
310,GRANDGLN,SW 37 AV@GRAND AV,,25.728036,-80.253525,,,,
311,37AV22SN,SW 37 AV@SW 22 ST,,25.749639,-80.254444,,,,
312,FLAG37AN,SW 37 AV@W FLAGLER ST,,25.771321,-80.255372,,,,
316,PALM49SN,PALM AV@E 49 ST,,25.867277,-80.282971,,,,
317,W3CT73PN,W 3 CT@W 74 PL,,25.889644,-80.290685,,,,
318,WAL-MART,US 1@#33501 (WALMART),,25.457782,-80.472076,,,,
321,216S112N,SW 112 AV@SW 216 ST,,25.567193,-80.37211,,,,
322,216S112S,SW 216 ST@SW 112 AV,,25.566732,-80.372316,,,,
326,SW8S129E,SW 8 ST@SW 129 PL,,25.760817,-80.405223,,,,
327,18ST127E,SW 18 ST@SW 127 AV,,25.751266,-80.39927,,,,
329,127A42SE,SW 42 ST@SW 127 AV,,25.729565,-80.399194,,,,
330,107A40SE,SW 40 ST@SW 107 AV,,25.732216,-80.36708,,,,
331,40ST87AE,SW 40 ST@SW 87 AV,,25.732969,-80.33497,,,,
332,67AV40SE,SW 40 ST@SW 67 AV,,25.733275,-80.303252,,,,
337,67AV40SW,SW 40 ST@SW 67 AV,,25.733554,-80.30267,,,,
338,40ST87AW,SW 40 ST@SW 87 AV,,25.733225,-80.335175,,,,
339,107A40SW,SW 40 ST@SW 107 AV,,25.732489,-80.367576,,,,
340,127A42SW,SW 42 ST@SW 127 AV,,25.729758,-80.39917,,,,
342,18ST127W,SW 18 ST@SW 127 AV,,25.751334,-80.401201,,,,
344,22AVALBS,NW 22 AV@ALI BABA AV,,25.909214,-80.236135,,,,
345,49STE8AS,E 8 AV@E 49 ST,,25.86684,-80.266909,,,,
346,AMTRSTAT,NW 37 AV@# 8303 (AMTRAK),,25.849302,-80.257825,,,,
347,CWAYLEJS,SW 42 AV@CORAL WY,,25.749606,-80.262854,,,,
348,BIRDLEJS,SW 40 ST@SW 42 AV,,25.734663,-80.261769,,,,
351,BIRDLEJN,SW 40 ST@SALZEDO ST,,25.734787,-80.262094,,,,
352,CWAYLEJN,SW 42 AV@CORAL WY,,25.749069,-80.262608,,,,
353,42OKWALN,Okeechobee Rd & Lejeune Rd,,25.810884,-80.26468,,,,
355,49STE8AN,E 8 AV@E 49 ST,,25.866924,-80.266633,,,,
356,22AVALBN,NW 22 AV@ALI BABA AV,,25.909473,-80.235863,,,,
358,137A18SE,SW 137 AV@SW 18 ST,,25.750448,-80.416654,,,,
359,5STRALTE,5 ST@LENOX AV,,25.774158,-80.139677,,,,
360,LINCWASE,LINCOLN RD@WASHINGTON AV,RAMP,25.790629,-80.131257,,,,
363,LINCWASW,LINCOLN RD@WASHINGTON AV,,25.790785,-80.131628,,,,
364,5STRALTW,5 ST@LENOX AV,,25.77458,-80.139706,,,,
365,137A18SW,SW 137 AV@SW 18 ST,,25.750058,-80.416351,,,,
367,HLTHCNTT,S DADE HEALTH CTR@10300 SW 216 ST,,25.565732,-80.357201,,,,
369,200SQUAW,SW 200 ST@QUAIL ROOST DR,QUAIL ROOST DR & 200TH BLVD,25.581395,-80.392769,,,,
371,112A152N,SW 112 AV@SW 152 ST,,25.628521,-80.374402,,,,
375,UNIVSTAS,PONCE DE LEON BD@MERRICK ST,,25.715539,-80.276754,,,,
376,112A152S,SW 112 AV@SW 152 ST,,25.628271,-80.374663,,,,
377,PERRSHCS,US 1@BANYAN ST,,25.608349,-80.349795,,,,
378,MRGNSCHS,SW 122 AV@SW 181 TE,,25.599123,-80.389148,,,,
384,17CT49SE,W 49 ST@W 17 CT,,25.866464,-80.317262,,,,
385,W8AV29SE,W 8 AV@W 29 ST,,25.847317,-80.298361,,,,
388,E4AVHIDE,Hialeah Dr & E 4 Ave,,25.822873,-80.273302,,,,
389,57ST37AS,NW 37 AV@NW 58 ST,,25.826788,-80.257234,,,,
390,32AV54SE,NW 54 ST@NW 32 AV,,25.823613,-80.248208,,,,
392,12AV54SE,NW 54 ST@NW 12 AV,,25.824619,-80.215212,,,,
395,12AV54SW,NW 54 ST@NW 12 AV,,25.824745,-80.216656,,,,
397,32AV54SW,NW 54 ST@NW 32 AV,,25.823738,-80.249314,,,,
399,E4AVHIDW,HIALEAH DR@E 4 AV,,25.823005,-80.273611,,,,
401,OKEECHBT,OKEECHOBEE RD STA@2005 W OKEECHOBEE,NW 87TH AVE,25.839838,-80.301051,,,,
402,W8AV29SW,W 8 AV@W 29 ST,,25.847829,-80.298184,,,,
403,17CT49SW,W 49 ST@W 17 CT (WESTLAND),,25.866711,-80.318198,,,,
406,56ST152E,SW 56 ST@SW 152 AV,,25.713634,-80.437277,,,,
408,117ASW8E,SW 117 AV@SW 88 ST,,25.686328,-80.384579,,,,
409,MILR107E,SW 56 ST@SW 107 AV,,25.715358,-80.366358,,,,
410,MILR107W,SW 56 ST@SW 107 AV,,25.715566,-80.366576,,,,
411,117ASW8W,SW 117 AV@SW 89 ST,,25.685732,-80.384806,,,,
413,56ST147W,SW 56 ST@SW 147 AV,,25.714071,-80.430891,,,,
415,152S92AN,SW 92 AV@SW 152 ST,,25.629616,-80.341661,,,,
416,77AV124N,SW 77 AV@SW 124 ST,,25.655314,-80.318111,,,,
417,111S57AN,SW 111 ST@SW 57 AV,,25.668332,-80.284431,,,,
418,111S57AS,SW 57 AV@SW 111 ST,,25.669113,-80.284189,,,,
419,77AV124S,SW 124 ST@SW 77 AV,,25.655561,-80.31781,,,,
421,PALM3STS,W 3 ST@PALM AV,,25.824365,-80.281805,,,,
422,E9ST8AVE,E 9 ST@E 8 AV,,25.830467,-80.265148,,,,
423,62ST32AE,NW 62 ST@NW 32 AV,,25.830844,-80.249609,,,,
425,62ST7AVE,NW 62 ST@NW 7 AV,,25.832202,-80.208837,,,,
426,B.B.61SE,NE 61 ST@BISCAYNE BD,,25.832601,-80.184363,,,,
430,INCR41SS,INDIAN CREEK DR@41 ST,,25.813259,-80.123953,,,,
432,62ST7AVS,NW 7 AV@NW 62 ST,,25.832614,-80.208598,,,,
433,62ST32AS,NW 62 ST@NW 32 AV,,25.831122,-80.249006,,,,
434,E9ST8AVS,E 9 ST@E 8 CT,,25.830627,-80.264632,,,,
436,136SUS#N,SW 136 St & US # 1,,25.643851,-80.334111,,,,
437,57AVCUTN,Old Cutler Rd & SW 57 Ave,,25.663668,-80.283929,,,,
438,57AVCUTS,Old Cutler Rd & SW 57 Ave,,25.663668,-80.283929,,,,
439,136SUS#S,SW 136 St & US # 1,,25.643851,-80.334111,,,,
440,CLRD92AS,OLD CUTLER RD@SW 92 AV,,25.576599,-80.339775,,,,
441,87AV207S,SW 87 AV@SW 207 ST,,25.575367,-80.331709,,,,
443,268S112S,SW 268 ST@SW 119 PL,,25.51848,-80.371938,,,,
444,NARJ145S,NARANJA LAKES BD@SW 145 AV,,25.508966,-80.425735,,,,
445,312SKROS,NW 8 ST@KROME AV,,25.477238,-80.477916,,,,
446,312SKRON,NW 8 ST@KROME AV,,25.47708,-80.478221,,,,
447,NARJ145N,NARANJA LAKES BD@SW 145 AV,,25.509075,-80.426018,,,,
448,268S112N,SW 268 ST@SW 119 PL,,25.51848,-80.371938,,,,
449,212S85AN,SW 85 AV@SW 212 ST,,25.570762,-80.326373,,,,
450,87AV207N,SW 207 ST@SW 85 AV,,25.57519,-80.32718,,,,
451,CLRD92AN,OLD CUTLER RD@SW 92 CT,,25.576409,-80.340265,,,,
453,107AFLAS,SW 107 AV@W FLAGLER ST,,25.767969,-80.369078,,,,
455,24ST107S,SW 107 AV@SW 24 ST,,25.746214,-80.367829,,,,
456,112A40SS,SW 112 AV@SW 40 ST,,25.731521,-80.375812,,,,
457,107A72SS,SW 107 AV@SW 72 ST,,25.700649,-80.366246,,,,
458,107A72SN,SW 107 AV@SW 72 ST,,25.700466,-80.366048,,,,
459,112A40SN,SW 112 AV@SW 40 ST,,25.733048,-80.37564,,,,
460,24ST107N,SW 107 AV@SW 24 ST,,25.746299,-80.3676,,,,
