stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
5381,CLNV1504,COLLINS AV@# 15000(BOAT RAMP),,25.916451,-80.122704,,,,
5382,CLNVHAL4,COLLINS AV@HAULOVER LIFEGUARD B,,25.913376,-80.122822,,,,
5383,CLNVHAP3,COLLINS AV@HAULOVER PIER,,25.907447,-80.122869,,,,
5384,CLNVHAM3,COLLINS AV@HAULOVER MARINA,,25.903624,-80.124437,,,,
5385,BSCB1081,BISCAYNE BD@NE 108 ST,,25.874625,-80.170322,,,,
5386,BSCB1101,BISCAYNE BD@NE 110 TE,,25.877505,-80.168175,,,,
5387,BSCB1112,BISCAYNE BD@NE 111 ST,,25.878932,-80.167525,,,,
5388,BSCB1122,BISCAYNE BD@11200 BLOCK,,25.879966,-80.167057,,,,
5389,BSCB1161,BISCAYNE BD@NE 116 ST,,25.882182,-80.166117,,,,
5390,BSCB1171,BISCAYNE BD@# 11707,,25.884064,-80.165287,,,,
5391,BSCBSAN2,BISCAYNE BD@SANS SOUCI BD,,25.885747,-80.164725,,,,
5392,BSCBSAN3,BISCAYNE BD@SANS SOUCI BD,,25.885481,-80.165028,,,,
5393,BSCB1174,BISCAYNE BD@# 11720,,25.883674,-80.165696,,,,
5394,BSCB1143,BISCAYNE BD@NE 114 ST,,25.881566,-80.166629,,,,
5395,BSCB1123,BISCAYNE BD@APPROX # 11200,,25.880081,-80.167297,,,,
5396,BSCB1113,BISCAYNE BD@NE 111 ST,,25.87889,-80.167796,,,,
5397,BSCB1103,BISCAYNE BD@NE 110 ST,,25.876818,-80.168853,,,,
5398,BSCB1094,BISCAYNE BD@NE 109 ST,,25.87548,-80.169964,,,,
5399,BSCB1074,BISCAYNE BD@# 10700,,25.873201,-80.171765,,,,
5400,A16V1461,NE 16 AV@NE 146 ST,,25.909757,-80.167177,,,,
5401,A16VDIX1,NE 16 AV@W DIXIE HY,,25.91084,-80.167227,,,,
5402,A16V1492,NE 16 AV@NE 149 ST,,25.913105,-80.167346,,,,
5403,A16V1493,NE 16 AV@NE 149 ST,,25.912982,-80.167453,,,,
5404,A16VDIX3,NE 16 AV@W DIXIE HY,,25.911288,-80.167352,,,,
5405,A16V1453,NE 16 AV@NE 145 ST,,25.909741,-80.167287,,,,
5406,WDXH1191,W DIXIE HY@NE 119 TE,,25.884771,-80.192515,,,,
5407,WDXH1432,W DIXIE HY@NE 143 ST,,25.907542,-80.170794,,,,
5408,WDXH1461,W DIXIE HY@NE 146 ST,,25.910006,-80.168238,,,,
5409,WDXH1453,W DIXIE HY@NE 145 ST,,25.909413,-80.169127,,,,
5410,WDXH1433,W DIXIE HY@NE 143 ST,,25.907653,-80.170947,,,,
5411,WDXH1194,W DIXIE HY@NE 119 TE,,25.884792,-80.192741,,,,
5412,A12V1442,NE 12 AV@NE 144 ST,,25.908256,-80.175157,,,,
5413,A12V1461,NE 12 AV@NE 146 ST,,25.909764,-80.175234,,,,
5414,A12V1491,NE 12 AV@NE 149 ST,,25.912267,-80.175362,,,,
5415,A12V1493,NE 12 AV@NE 149 ST,,25.912737,-80.175519,,,,
5416,A6AV1072,NE 6 AV@NE 107 ST,,25.873864,-80.185673,,,,
5417,A6AV1091,NE 6 AV@NE 109 ST,,25.875365,-80.185719,,,,
5418,A6AV1111,NE 6 AV@NE 111 ST,,25.877234,-80.185795,,,,
5419,A6AV1492,NE 6 AV@NE 149 ST,,25.912343,-80.187396,,,,
5420,A6AV1512,NE 6 AV@# 15101,,25.914779,-80.187511,,,,
5421,A6AV1541,NE 6 AV@NE 154 ST,,25.916405,-80.187587,,,,
5422,A6AV1571,NE 6 AV@NE 157 ST,,25.918968,-80.187712,,,,
5423,A6AV1591,NE 6 AV@NE 159 ST,,25.921031,-80.187796,,,,
5424,A6AV1602,NE 6 AV@NE 160 ST,,25.9222,-80.187866,,,,
5425,A6AV1621,NE 6 AV@NE 162 ST,,25.923823,-80.187935,,,,
5426,A6AV1632,NE 6 AV@NE 163 ST,,25.925003,-80.188014,,,,
5427,A6AV1652,NE 6 AV@NE 165 ST,,25.927186,-80.188097,,,,
5428,A6AV1664,NE 6 AV@NE 166 ST,,25.927432,-80.188314,,,,
5429,A6AV1624,NE 6 AV@NE 162 ST,,25.923783,-80.188136,,,,
5430,A6AV1603,NE 6 AV@NE 160 ST,,25.922387,-80.188072,,,,
5431,A6AV1594,NE 6 AV@NE 159 ST,,25.920882,-80.187994,,,,
5432,A6AV1574,NE 6 AV@NE 157 TE,,25.919463,-80.18792,,,,
5433,A6AV1564,NE 6 AV@# 15600,,25.917935,-80.187861,,,,
5434,A6AV1543,NE 6 AV@NE 154 ST,,25.916924,-80.18781,,,,
5435,A6AV1524,NE 6 AV@# 15156,,25.914437,-80.187683,,,,
5436,A6AV1493,NE 6 AV@NE 149 ST,,25.912256,-80.187582,,,,
5437,A6AV1103,NE 6 AV@NE 110 TE,,25.877164,-80.185988,,,,
5438,A6AV1093,NE 6 AV@NE 109 ST,,25.876072,-80.185938,,,,
5439,A6AV1073,NE 6 AV@NE 107 ST,,25.873798,-80.185837,,,,
5440,A2AV1072,NE 2 AV@NE 107 ST,,25.873364,-80.193782,,,,
5441,A2AV1081,NE 2 AV@NE 108 ST,,25.874836,-80.193843,,,,
5442,A2AV1102,NE 2 AV@NE 110 ST,,25.876293,-80.193893,,,,
5443,A2AV1121,NE 2 AV@NE 112 ST,,25.877887,-80.193978,,,,
5444,A2AV1141,NE 2 AV@NE 114 ST,,25.879366,-80.194045,,,,
5445,A2AV1152,NE 2 AV@NE 115 ST,,25.880508,-80.194082,,,,
5446,A2AV1171,NE 2 AV@NE 117 ST,,25.882185,-80.194175,,,,
5447,A2AV1163,NE 2 AV@NE 116 ST,,25.881814,-80.194317,,,,
5448,NMAV1171,N MIAMI AV@NE 117 ST,,25.882383,-80.198267,,,,
5449,NMAV1211,N MIAMI AV@NE 121 ST,,25.885778,-80.198386,,,,
5450,NMAV1352,N MIAMI AV@NE 135 ST,,25.899545,-80.19904,,,,
5451,NMAV1391,N MIAMI AV@NE 139 ST,,25.90243,-80.199169,,,,
5452,NMAV1432,N MIAMI AV@NE 143 ST,,25.906329,-80.199337,,,,
5453,NMAVSBD1,N MIAMI AV@S BISCAYNE RIVER DR,,25.907758,-80.199401,,,,
5454,NMAV1482,N MIAMI AV@NE 148 ST,,25.911258,-80.199527,,,,
5455,NMAV1511,N MIAMI AV@NE 151 ST,,25.913364,-80.199607,,,,
5456,NMAV1541,N MIAMI AV@NE 154 ST,,25.915697,-80.199719,,,,
5457,NMAV1562,N MIAMI AV@NE 156 ST,,25.91828,-80.199825,,,,
5458,NMAV1582,N MIAMI AV@NE 158 ST,,25.920036,-80.19991,,,,
5459,NMAV1601,N MIAMI AV@NE 160 ST,,25.921619,-80.199966,,,,
5460,NMAV1622,N MIAMI AV@NE 162 ST,,25.923697,-80.200071,,,,
5461,NMAV1641,N MIAMI AV@NE 164 ST,,25.925219,-80.200149,,,,
5463,NMAV1643,N MIAMI AV@NW 164 ST,,25.925487,-80.200249,,,,
5464,NMAV1623,N MIAMI AV@NW 162 ST,,25.923683,-80.200189,,,,
5465,NMAV1603,N MIAMI AV@NW 160 ST,,25.921848,-80.200089,,,,
5466,NMAV1583,N MIAMI AV@NW 158 ST,,25.919985,-80.200021,,,,
5467,NMAV1563,N MIAMI AV@NW 156 ST,,25.918257,-80.199942,,,,
5468,NMAV1544,N MIAMI AV@NW 154 ST,,25.915928,-80.199838,,,,
5469,NMAV1514,N MIAMI AV@NW 151 ST,,25.913358,-80.199719,,,,
5470,NMAV1483,N MIAMI AV@NW 148 ST,,25.911262,-80.199659,,,,
5471,NMAV1464,N MIAMI AV@NW 146 ST,,25.90872,-80.199956,,,,
5472,NMAV1434,N MIAMI AV@NW 143 ST,,25.905908,-80.199414,,,,
5473,NMAV1394,N MIAMI AV@NW 139 ST,,25.902221,-80.199275,,,,
5474,NMAV1354,N MIAMI AV@NW 135 ST,,25.898169,-80.19911,,,,
5475,NMAV1313,N MIAMI AV@NW 131 ST,,25.895316,-80.19897,,,,
5476,NMAV1283,N MIAMI AV@NW 128 ST,,25.892609,-80.198834,,,,
5477,NMAV1174,N MIAMI AV@NW 117 ST,,25.881997,-80.198355,,,,
5478,D6AV1512,NW 6 AV@NW 151 ST,,25.913566,-80.209653,,,,
5479,D6AVSBD1,NW 6 AV@S BISCAYNE RIVER DR,,25.915846,-80.209773,,,,
5480,D6AV1571,NW 6 AV@NW 157 ST,,25.918336,-80.209898,,,,
5481,D6AV1591,NW 6 AV@NW 159 ST,,25.920114,-80.209993,,,,
5482,D6AV1594,NW 6 AV@NW 159 ST,,25.919901,-80.210083,,,,
5483,D6AV1574,NW 6 AV@NW 157 ST,,25.918048,-80.209997,,,,
5484,D6AVSBD4,NW 6 AV@S BISCAYNE RIVER DR,,25.915844,-80.209862,,,,
5485,D6AV1513,NW 6 AV@NW 151 ST,,25.913523,-80.209753,,,,
5486,D7AV1032,NW 7 AV@NW 103 ST,,25.86955,-80.209796,,,,
5487,D7AV1072,NW 7 AV@NW 107 ST,,25.873079,-80.209965,,,,
5488,D7AV1091,NW 7 AV@NW 109 ST,,25.874601,-80.210026,,,,
5489,D7AV1112,NW 7 AV@NW 111 ST,,25.876832,-80.210136,,,,
5490,D7AV1132,NW 7 AV@NW 113 ST,,25.878695,-80.210224,,,,
5491,D7AV1152,NW 7 AV@NW 115 ST,,25.880405,-80.210297,,,,
5492,D7AV1172,NW 7 AV@NW 117 ST,,25.882455,-80.210394,,,,
5493,D7AV1192,NW 7 AV@NW 119 ST,,25.884068,-80.210466,,,,
5494,D7AV1211,NW 7 AV@NW 121 ST,,25.88514,-80.210514,,,,
5495,D7AV1432,NW 7 AV@NW 143 ST,,25.905869,-80.211483,,,,
5496,D7AV1452,NW 7 AV@NW 145 ST,,25.907597,-80.211503,,,,
5497,D7AV1472,NW 7 AV@NW 147 ST,,25.909541,-80.211522,,,,
5498,D7AV1492,NW 7 AV@# 14901,,25.911202,-80.211531,,,,
5499,D7AV1512,NW 7 AV@NW 151 ST,,25.913353,-80.211571,,,,
5500,D7AV1531,NW 7 AV@NW 153 ST,,25.914717,-80.211623,,,,
5501,D7AV1561,NW 7 AV@NW 156 ST,,25.917266,-80.211749,,,,
5502,D7AV1572,NW 7 AV@NW 157 ST,,25.918769,-80.211822,,,,
5503,D7AV1574,NW 7 AV@OP # 15781,,25.919036,-80.212099,,,,
5504,D7AV1554,NW 7 AV@NW 155 LA,,25.917063,-80.212015,,,,
5505,D7AVSBD4,NW 7 AV@S BISCAYNE RIVER DR,,25.915561,-80.211948,,,,
5506,D7AV1513,NW 7 AV@NW 151 ST,,25.913326,-80.211835,,,,
5507,D7AV1483,NW 7 AV@NW 148 ST,,25.91037,-80.21181,,,,
5508,D7AV1463,NW 7 AVE@NW 146th STREET,,25.908463,-80.21178,,,,
5509,D7AV1454,NW 7 AV@NW 145 ST,,25.90718,-80.211778,,,,
5510,D7AV1434,NW 7 AV@NW 143 ST,,25.905165,-80.211746,,,,
5511,D7AV1414,NW 7 AV@NW 141 ST,,25.903802,-80.211687,,,,
5512,D7AV1394,NW 7 AV@NW 139 ST,,25.901512,-80.211572,,,,
5513,D7AVOPA4,NW 7 AV@OPA LOCKA BD,,25.899327,-80.211463,,,,
5514,D7AV1204,NW 7 AV@NW 120 ST,,25.884426,-80.210744,,,,
5515,D7AV1163,NW 7 AV@NW 116 TE,,25.88166,-80.21061,,,,
5516,D7AV1153,NW 7 AV@NW 115 ST,,25.880235,-80.210545,,,,
5517,D7AV1134,NW 7 AV@NW 113 ST,,25.878078,-80.210446,,,,
5518,D7AV1114,NW 7 AV@NW 111 ST,,25.87584,-80.210339,,,,
5519,D7AV1073,NW 7 AV@NW 107 ST,,25.873036,-80.210205,,,,
5520,D7AV1054,NW 7 AV@NW 105 ST,,25.870498,-80.21012,,,,
5521,D8AV1033,NW 8 AV@NW 103 ST,,25.869395,-80.212014,,,,
5522,D17V1032,NW 17 AV@NW 103 ST,,25.86896,-80.226042,,,,
5523,D17V1052,NW 17 AV@OP # 10500,,25.87049,-80.226142,,,,
5524,D17V1081,NW 17 AV@NW 108 ST,,25.872824,-80.22622,,,,
5525,D17V1092,NW 17 AV@NW 109 ST,,25.873939,-80.226252,,,,
5526,D17V1112,NW 17 AV@NW 111 ST,,25.876163,-80.226299,,,,
5527,D17V1132,NW 17 AV@NW 113 TE,,25.87822,-80.226422,,,,
5528,D17V1151,NW 17 AV@NW 115 ST,,25.879286,-80.226463,,,,
5529,D17V1171,NW 17 AV@NW 117 ST,,25.88145,-80.226573,,,,
5530,D17V1313,NW 17 AV@NW 131 ST,,25.89427,-80.227275,,,,
5531,D17V1294,NW 17 AV@NW 129 ST,,25.891715,-80.227154,,,,
5532,D17V1273,NW 17 AV@NW 127 ST,,25.890538,-80.227108,,,,
5533,D17V1243,NW 17 AV@NW 124 TE,,25.88827,-80.226998,,,,
5534,D17V1234,NW 17 AV@NW 123 ST,,25.886447,-80.226905,,,,
5535,D17V1213,NW 17 AV@NW 121 ST,,25.885223,-80.226853,,,,
5536,D17V1193,NW 17 AV@NW 119 ST,,25.883739,-80.226863,,,,
5537,D17V1173,NW 17 AV@NW 117 ST,,25.881658,-80.226687,,,,
5538,D17V1164,NW 17 AV@NW 116 ST,,25.880195,-80.226632,,,,
5539,D17V1134,NW 17 AV@NW 113 TE,,25.877655,-80.226514,,,,
5540,D17V1113,NW 17 AV@NW 111 ST,,25.876025,-80.226451,,,,
5541,D17V1093,NW 17 AV@NW 109 ST,,25.873783,-80.226376,,,,
5542,D17V1073,NW 17 AV@NW 107 ST,,25.872375,-80.226323,,,,
5543,D17V1053,NW 17 AV@# 10500,,25.870638,-80.226255,,,,
5544,D22V1032,NW 22 AV@NW 103 ST,,25.868749,-80.234197,,,,
5545,D22V1051,NW 22 AV@NW 105 ST,,25.869981,-80.234202,,,,
5546,D22V1071,NW 22 AV@NW 107 ST,,25.872016,-80.234009,,,,
5547,D22V1112,NW 22 AV@NW 111 ST,,25.876031,-80.234394,,,,
5548,D22V1122,NW 22 AV@# 11281,,25.87749,-80.234433,,,,
5549,D22V1151,NW 22 AV@NW 115 ST,,25.878865,-80.23447,,,,
5550,D22V1172,NW 22 AV@NW 117 ST,,25.881013,-80.234538,,,,
5551,D22V1192,NW 22 AV@NW 119 ST,,25.883289,-80.234636,,,,
5552,D22V1211,NW 22 AV@# 12125,,25.885289,-80.234732,,,,
5553,D22V1242,NW 22 AV@NW 124 ST,,25.887343,-80.234818,,,,
5554,D22V1271,NW 22 AV@NW 127 ST,,25.889825,-80.234961,,,,
5555,D22V1291,NW 22 AV@NW 129 ST,,25.891853,-80.235054,,,,
5556,D22V1311,NW 22 AV@NW 131 ST,,25.893584,-80.235136,,,,
5557,D22V1331,NW 22 AV@NW 133 ST,,25.896101,-80.235273,,,,
5558,D22V1354,NW 22 AV@NW 135 ST,,25.896955,-80.235607,,,,
5559,D22V1334,NW 22 AV@NW 133 ST,,25.89582,-80.235548,,,,
5560,D22V1313,NW 22 AV@NW 131 ST,,25.893814,-80.235453,,,,
5561,D22V1293,NW 22 AV@NW 129 ST,,25.892302,-80.235378,,,,
5562,D22V1273,NW 22 AV@NW 127 ST,,25.890475,-80.235276,,,,
5563,D22V1243,NW 22 AV@NW 124 ST,,25.887592,-80.235146,,,,
5564,D22V1224,NW 22 AV@NW 122 ST,,25.885217,-80.235036,,,,
5565,D22V1194,NW 22 AV@NW 119 ST,,25.882375,-80.23488,,,,
5566,D22V1174,NW 22 AV@NW 117 ST,,25.880558,-80.234819,,,,
5567,D22V1153,NW 22 AV@NW 115 ST,,25.87935,-80.2348,,,,
5568,D22V1124,NW 22 AV@# 11260,,25.877162,-80.234734,,,,
5569,D22V1114,NW 22 AV@NW 111 ST,,25.87545,-80.234611,,,,
5570,D22V1073,NW 22 AV@NW 107 ST,,25.872243,-80.234293,,,,
5571,D22V1054,NW 22 AV@NW 105 ST,,25.870208,-80.234488,,,,
5572,D22V1033,NW 22 AV@NW 103 ST,,25.868574,-80.234474,,,,
5573,D27V1062,NW 27 AV@NW 106 ST,,25.871179,-80.242465,,,,
5574,D27V1081,NW 27 AV@NW 108 ST,,25.872676,-80.242526,,,,
5575,D27V1111,NW 27 AV@NW 111 ST,,25.875283,-80.242624,,,,
5576,D27V1151,NW 27 AV@NW 115 ST,,25.878785,-80.242732,,,,
5577,D27V1162,NW 27 AV@NW 116 ST,,25.880258,-80.242785,,,,
5578,D27V1202,NW 27 AV@NW 120 ST,,25.883932,-80.242944,,,,
5579,D27V1222,NW 27 AV@NW 122 ST,,25.885798,-80.242996,,,,
5580,D27V1252,NW 27 AV@# 12501,,25.888432,-80.243096,,,,
5581,D27V1272,NW 27 AV@NW 127 ST,,25.890646,-80.243187,,,,
5582,D27V1291,NW 27 AV@#12925,,25.892243,-80.243242,,,,
5583,D27V1312,NW 27 AV@NW 131 ST,,25.894143,-80.243315,,,,
5584,D27V1253,NW 27 AV@OP # 12501,,25.88843,-80.24339,,,,
5585,D27V1223,NW 27 AV@NW 122 ST,,25.886047,-80.243302,,,,
5586,D27V1193,NW 27 AV@NW 119 ST,,25.88347,-80.243253,,,,
5587,D27V1194,NW 27 AV@NW 119 ST,,25.882423,-80.243223,,,,
5588,D27V1163,NW 27 AV@NW 116 ST,,25.88012,-80.2431,,,,
5589,D27V1154,NW 27 AV@NW 115 ST,,25.878744,-80.243071,,,,
5590,D27V1083,NW 27 AV@NW 108 ST,,25.873299,-80.2429,,,,
5591,D27V1064,NW 27 AV@NW 106 ST,,25.870482,-80.242724,,,,
5592,EROD1151,EAST RD@NW 115 ST,,25.879243,-80.244467,,,,
5593,ERODKEN1,EAST RD@KENNEDY DR,,25.881251,-80.244542,,,,
5594,ERODKEN3,EAST RD@KENNEDY DR,,25.88162,-80.244741,,,,
5595,EROD1153,EAST RD@NW 115 ST,,25.879413,-80.244665,,,,
5596,D32V1061,NW 32 AV@NW 106 ST,,25.870309,-80.250749,,,,
5597,D32V1072,NW 32 AV@NW 107 ST,,25.871542,-80.250801,,,,
5598,D32V1101,NW 32 AV@NW 110 ST,,25.873537,-80.250868,,,,
5599,D32V1121,NW 32 AV@NW 112 ST,,25.876442,-80.250961,,,,
5600,D32V1142,NW 32 AV@NW 114 ST,,25.878644,-80.251058,,,,
5601,D32VKEN2,NW 32 AV@KENNEDY DR,,25.880404,-80.251113,,,,
5602,D32V1191,NW 32 AV@NW 119 ST,,25.88224,-80.251198,,,,
5603,D32V1232,NW 32 AV@NW 123 ST,,25.886158,-80.251347,,,,
5604,D32V1252,NW 32 AV@NW 125 ST,,25.888508,-80.251332,,,,
5605,D32V1254,NW 32 AV@NW 125 ST,,25.887781,-80.251597,,,,
5606,D32V1233,NW 32 AV@NW 123 ST,,25.886107,-80.251567,,,,
5607,D32V1194,NW 32 AV@NW 119 ST,,25.881875,-80.251409,,,,
5608,D32V1143,NW 32 AV@NW 114 ST,,25.878635,-80.251283,,,,
5609,D32V1124,NW 32 AV@NW 112 ST,,25.876081,-80.251201,,,,
5610,D32V1104,NW 32 AV@NW 110 ST,,25.87358,-80.251097,,,,
5611,D32V1073,NW 32 AV@NW 107 ST,,25.871539,-80.251019,,,,
5612,D32V1064,NW 32 AV@NW 106 ST,,25.870156,-80.250966,,,,
5615,D11927V6,NW 119 ST@NW 27 AV,,25.882616,-80.242465,,,,
5616,D119#246,NW 119 ST@NW 24 AV,,25.882623,-80.238506,,,,
5617,D119#226,NW 119 ST@NW 22 AV,,25.882648,-80.234282,,,,
5618,D119#196,NW 119 ST@NW 19 AV,,25.882823,-80.230271,,,,
5619,D11917V6,NW 119 ST@NW 17 AV,,25.883002,-80.226007,,,,
5620,D119#145,NW 119 ST@NW 14 AV,,25.883113,-80.223104,,,,
5621,D119#136,NW 119 ST@NW 13 AV,,25.883216,-80.220473,,,,
5622,D11912V6,NW 119 ST@NW 12 AV,,25.88333,-80.217822,,,,
5623,D119#105,NW 119 ST@NW 10 AV,,25.883426,-80.215076,,,,
5624,D119##75,NW 119 ST@NW 7 AV,,25.88359,-80.211084,,,,
5625,D119##66,NW 119 ST@NW 6 AV,,25.883736,-80.208319,,,,
5626,D119##56,NW 119 ST@NW 5 AV,,25.883826,-80.206256,,,,
5627,D119##26,NW 119 ST@NW 2 AV,,25.884044,-80.201941,,,,
5628,A119NMV6,NE 119 ST@N MIAMI AV,,25.884249,-80.197301,,,,
5629,A119#2V5,NE 119 ST@NE 2 AV,,25.884367,-80.194683,,,,
5630,A119NMV7,NE 119 ST@N MIAMI AV,,25.884383,-80.198098,,,,
5631,D119##28,NW 119 ST@NW 2 AV,,25.884179,-80.202668,,,,
5632,D119##57,NW 119 ST@NW 5 AV,,25.88403,-80.206309,,,,
5633,D119##67,NW 119 ST@NW 6 AV,,25.883942,-80.208321,,,,
5634,D119##78,NW 119 ST@NW 7 AV,,25.883834,-80.211448,,,,
5635,D11917V8,NW 119 ST@NW 17 AV,,25.883209,-80.227153,,,,
5636,D119#198,NW 119 ST@NW 19 AV,,25.88306,-80.231046,,,,
5637,D119#228,NW 119 ST@NW 22 AV,,25.882884,-80.235385,,,,
5639,D11927V7,NW 119 ST@NW 27 AV,,25.882897,-80.241853,,,,
5640,D127RDP7,NW 127 ST@E RANDALL PARK DR.,,25.890397,-80.227716,,,,
5641,D127#188,NW 127 ST@NW 18 CT,,25.89035,-80.229891,,,,
5642,D127#218,NW 127 ST@NW 21 AV,,25.890297,-80.233697,,,,
5643,D127#215,NW 127 ST@NW 21 AV,,25.890179,-80.23331,,,,
5644,D127#196,NW 127 ST@NW 19 AV,,25.890222,-80.23072,,,,
5645,D127#185,NW 127 ST@NW 18 CT,,25.890274,-80.229555,,,,
5646,D12717V5,NW 127 ST@NW 17 AV,,25.89032,-80.227254,,,,
5647,D135#544,NW 135 ST@# 5450,,25.898002,-80.289281,,,,
5648,D135#266,NW 135 ST@NW 26 CT,,25.89721,-80.242423,,,,
5649,D135#246,NW 135 ST@NW 24 AV,,25.897301,-80.239191,,,,
5650,D135#236,NW 135 ST@OP #2319,,25.897339,-80.237512,,,,
5651,D135#226,NW 135 ST@NW 22 AV,,25.897415,-80.23489,,,,
5652,D135#195,NW 135 ST@NW 19 AV,,25.897475,-80.231619,,,,
5653,D13518V5,NW 135 ST@NW 18 AV,,25.897514,-80.229515,,,,
5654,D135#155,NW 135 ST@NW 15 AV,,25.897731,-80.223497,,,,
5655,D135##15,NW 135 ST@NW 1 AV,,25.898595,-80.201303,,,,
5656,D135NMV5,NW 135 ST@N MIAMI AV,,25.898706,-80.199309,,,,
5657,A135#2C5,NE 135 ST@NE 2 CT,,25.898996,-80.193883,,,,
5658,A135#2C7,NE 135 ST@NE 2 CT,,25.89919,-80.193565,,,,
5659,A135##17,NE 135 ST@NE 1 AV,,25.899022,-80.196807,,,,
5660,A135NMV7,NE 135 ST@N MIAMI AV,,25.898919,-80.198871,,,,
5661,D135##27,NW 135 ST@NW 2 AV,,25.898717,-80.202493,,,,
5662,D135#541,NW 135 ST@OP # 5450,,25.898219,-80.289282,,,,
5663,OPAB#108,OPA LOCKA BD@NW 10 AV,,25.899618,-80.215793,,,,
5664,OPAB12V7,OPA LOCKA BD@NW 12 AV,,25.899485,-80.219189,,,,
5665,OPAB#148,OPA LOCKA BD@NW 14 AV,,25.899305,-80.223679,,,,
5666,D165##52,NW 165 ST RD@# 500,,25.923958,-80.208859,,,,
5667,D165##25,NW 165 ST@NW 2 AV,,25.926009,-80.205006,,,,
5668,D165##28,NW 165 ST@NW 2 AV,,25.926135,-80.204962,,,,
5669,D165O#54,NW 165 ST RD@OP # 500,,25.924052,-80.208891,,,,
5670,D167##16,NW 167 ST@NW 1 AV,,25.92788,-80.201957,,,,
5671,A167#2V6,NE 167 ST@NE 2 AV,,25.928136,-80.195896,,,,
5672,A167##46,NE 167 ST@NE 4 AV,,25.928317,-80.191832,,,,
5673,A167##66,NE 167 ST@NE 6 AV,,25.92848,-80.187783,,,,
5674,A167##76,NE 167 ST@NE 7 AV,,25.92861,-80.184965,,,,
5675,D167##17,NW 167 ST@NW 1 AV,,25.928138,-80.202196,,,,
5676,GGLD##78,GOLDEN GLADES@NW 7 AV,,25.921383,-80.214117,,,,
5677,GGLD##71,GOLDEN GLADES@NW 7 AV,,25.921079,-80.213638,,,,
5678,ERODSTA2,EAST RD@STADIUM DR,,25.874865,-80.244305,,,,
5679,ERODSTA3,EAST RD@STADIUM DR,,25.87463,-80.244479,,,,
5680,WDXH2013,W DIXIE HY@#20164,,25.962173,-80.147681,,,,
5681,WDXH1993,W DIXIE HY@NE 199 ST,,25.960078,-80.147607,,,,
5682,WDXH1994,W DIXIE HY@NE 199 ST,,25.959352,-80.147571,,,,
5683,WDXH1983,W DIXIE HY@# 19800,,25.958146,-80.147537,,,,
5684,WDXH1953,W DIXIE HY@NE 195 ST,,25.955888,-80.147454,,,,
5685,WDXH#263,W DIXIE HY@NE 26 AV,,25.954287,-80.148928,,,,
5686,WDXH1903,W DIXIE HY@NE 190 ST,,25.95131,-80.149016,,,,
5687,WDXH1894,W DIXIE HY@NE 189 ST,,25.950011,-80.148926,,,,
5688,WDXH1862,W DIXIE HY@NE 186 TE,,25.948158,-80.148672,,,,
5689,WDXH1901,W DIXIE HY@NE 190 TE,,25.951195,-80.148861,,,,
5690,WDXH1912,W DIXIE HY@NE 191 ST,,25.95221,-80.148913,,,,
5691,WDXH1951,W DIXIE HY@NE 195 ST,,25.95569,-80.14738,,,,
5692,WDXH1981,W DIXIE HY@OP.# 19800,,25.95814,-80.147444,,,,
5693,WDXH1991,W DIXIE HY@NE 199 ST,,25.959297,-80.147486,,,,
5694,WDXH2011,W DIXIE HY@OP#20164,,25.962004,-80.14757,,,,
5696,A26V2031,NE 26 AV@NE 203 ST,,25.963261,-80.149459,,,,
5710,A19V1854,NE 19 AV@NE 185 ST,,25.945618,-80.162995,,,,
5717,A18V1884,NE 18 AV@OP  # 18831,,25.949579,-80.165364,,,,
5718,A18V1864,NE 18 AV@NE 186 ST,,25.946944,-80.165176,,,,
5719,A18N1854,NE 18 AV RD@NE 185 ST,,25.94546,-80.164612,,,,
5720,A18N1851,NE 18 AV RD@NE 185 ST,,25.945659,-80.164568,,,,
5721,A18V1891,NE 18 AV@# 18901,,25.949998,-80.165182,,,,
5722,A15V1653,NE 15 AV@NE 165 ST,,25.928305,-80.170215,,,,
5723,A15V1654,NE 15 AV@NE 165 ST,,25.927354,-80.170184,,,,
5724,A14V1852,NE 14 AV@NE 185 ST,,25.945784,-80.173411,,,,
5725,A14V1871,NE 14 AV@# 18707,,25.947805,-80.17342,,,,
5726,A14V1892,NE 14 AV@# 18901,,25.949549,-80.173178,,,,
5727,A14V1911,NE 14 AV@NE 191 ST,,25.950699,-80.173014,,,,
5729,A14V1874,NE 14 AV@OP # 18707,,25.948083,-80.173487,,,,
5730,A14V1853,NE 14 AV@NE 185 ST,,25.945729,-80.173554,,,,
5731,A12V1651,NE 12 AV@NE 165 ST,,25.926978,-80.176052,,,,
5732,A12V1671,NE 12 AV@NE 167 ST,,25.928439,-80.176116,,,,
5733,A10V1672,NE 10 AV@NE 167 ST,,25.929388,-80.18016,,,,
5734,A10V1691,NE 10 AV@NE 169 TE,,25.931356,-80.180265,,,,
5735,A10V1712,NE 10 AV@NE 171 TE,,25.93326,-80.18032,,,,
5736,A10V1732,NE 10 AV@NE 173 ST,,25.934922,-80.180372,,,,
5737,A10N2041,NE 10 AVENUE RD@NE 204 TE,,25.961637,-80.184037,,,,
5738,A10N2051,NE 10 AV road@NE 205 TE,,25.962902,-80.185352,,,,
5739,A10N2054,NE 10 AV road@NE 205 TE,,25.962612,-80.185374,,,,
