service_id,date,exception_type
1,20120116,2
1,20120528,2
21,20120116,1
22,20120528,1
1001,20120116,2
1001,20120309,2
1001,20120316,2
1001,20120528,2
1101,20120309,1
1101,20120316,1
1220,20120310,1
1220,20120317,1
109,20120315,2
109,20120316,2
110,20120317,2
127,20120312,2
127,20120313,2
127,20120314,2
127,20120315,2
127,20120316,2
223,20120312,2
223,20120313,2
223,20120314,2
223,20120315,2
224,20120316,2
